COD_PRODUTO;PRODUTO;CLASSIFICACAO
006956;BICICLETA MAX 20 6V;LAZER ESPORTE E FITNESS BICICLETA
015269;UNIDADE EXTERNA CFE 36;ELETRO AR E VENTILACAO AR CONDICIONADO
012476;COZINHA COMPACTA SHEILA BR VD;MOVEIS COZINHA COZINHA COMPACTA
A00725;CANETA DETECTORA;ALMOXARIFADO
A01297;ROL TENSOR CORREIA ALT 70X17X24MM;ALMOXARIFADO
015027;MESA COMPUTADOR PRATIKA IMB PT;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
010982;CAMERA DIGITAL DSC W210;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
024096;PULSO ACO PULSEIRA ACO QZ 2115KTC/1P TECHNOS;CELULAR RELOGIO RELOGIO
008589;DVD DVP 4000;TECNOLOGIA TV E VIDEO DVD
022611;NOTEBOOK POSITIVO STILO ONE XC3550 32GB CINZA;TECNOLOGIA INFORMATICA NOTEBOOK
016998;ORGANIZADOR SUPER BR;MOVEIS QUARTO SAPATEIRA
018891;COMODA ARIANA TAB MAP;MOVEIS QUARTO COMODA
022117;COZINHA MILA 510 TX TEKA FS/ BROWN;MOVEIS COZINHA KIT
024372;SMART TV LED 32" LG 32LJ600B;TECNOLOGIA TV E VIDEO SMART TV
024535;SMARTPHONE POSITIVO TWIST S520 4G AZ;CELULAR SMARTPHONE SMARTPHONE
011443;MINI SYSTEM MS 7816;TECNOLOGIA AUDIO MINI SYSTEM
024132;PULSO ACO PULSEIRA ACO QZ AL2035EZP/3K  ALLOR;CELULAR RELOGIO RELOGIO
A00731;FITA DUREX 12X30;ALMOXARIFADO
012208;ARM.PANELEIRO DUPLO 2PTS.VID.87089 LJ;MOVEIS COZINHA COZINHA COMPACTA
A00439;LUVA PARA MAOS   M;ALMOXARIFADO
014497;GUARDA ROUPA 1143 6 TB BRANCO;MOVEIS QUARTO GUARDA-ROUPA
022087;TABLET NB068 DIAMOND 4GB ROSA;TECNOLOGIA INFORMATICA TABLET
024540;ESCADA ALUMINIO 005103 5 DEGRAUS;ELETRO UTILIDADES DOMESTICAS ESCADA
019196;SISTEMA PARABOLICA 1
S0004W;SERVICO DE PROTECAO TOTAL 16;SERVICOS SEGURO CELULAR
A01792;ESPATULA P/MASSA PLASTICA  ATLAS;ALMOXARIFADO
018639;SAMSUNG GALAXY FAME S6812 CLARO BRANCO;CELULAR SMARTPHONE SMARTPHONE
009743;FOGAO 4BC. THAITI GLASS 4417FX BR BR;ELETRO ELETRODOMESTICO FOGAO
018274;SAND GRILL FAMA PR PRETA 220;ELETRO ELETROPORTATEIS SANDUICHEIRA
022049;COMODA JUMA CAPUCCINO;MOVEIS QUARTO COMODA
A02796;ABRACADEIRA DE ACO 70 A 89MM;ALMOXARIFADO
012103;CJ.06CAD MD14 1114 MARMORE 1
010607;MP4 PLAYER MIRAGE GAME 1BG;TECNOLOGIA AUDIO MP3
A01462;LAMPADA ESTOP 1034 12V PHILIPS;ALMOXARIFADO
A01813;CALCA MASC COM ELASTICO 201 M;ALMOXARIFADO
006080;MINI SYSTEM NSX BL 34;TECNOLOGIA AUDIO MINI SYSTEM
013271;ARM ACO ITANOVA SMART IGG4 D VD;MOVEIS COZINHA COZINHA COMPACTA
016794;ROUPEIRO 4 PTS.LIATRIS 3 GAV CZ PT ACP;MOVEIS QUARTO GUARDA-ROUPA
RHA00556;CALCA 203 FEM   OPERAC   56;ALMOXARIFADO
A00837;HASTE CINTO SEGURANCA P/ CATRACA MEDIA (6112);ALMOXARIFADO
015139;FERRO SECO FS2P GRUPO SEB;ELETRO ELETROPORTATEIS FERRO
014562;BERCO C RODIZIO TEXTURADO 22R003 AZUL;MOVEIS QUARTO BERCO
021829;TELEVISOR TC-49 CS630B EM CORES PANASONIC;TECNOLOGIA TV E VIDEO SMART TV
A01667;CANO DO COMPRESSOR DE AR AXOR;ALMOXARIFADO
019168;PANELA NPE-05 ELETRICA BIANCA RICE 4;ELETRO ELETROPORTATEIS PANELA ELETRICA
010281;FOGAO 5BC.STYLE GRILL BRANCO GE BIV VS;ELETRO ELETRODOMESTICO FOGAO
021222;RACK DALLAS CAP CAFE;MOVEIS SALA DE ESTAR RACK
023087;PAINEL EVEREST ACACIA;MOVEIS SALA DE ESTAR PAINEL PARA TV
A01005;INTERRUPTOR CONTROLE NIVEL AGUA AR;ALMOXARIFADO
012888;CAMA SOLTEIRO CANDIDA II CAFE BR PEROLA;MOVEIS QUARTO CAMA
024158;PULSO DR PULSEIRA ACO DR QZ AL2036BY/4D ALLOR;CELULAR RELOGIO RELOGIO
017349;APARADOR FLORATA CZ PT;MOVEIS SALA DE JANTAR APARADOR
018271;LIQ.MONDIAL NL 26 POWER 2I 220;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
013746;CAMERA DIGITAL M530 AZUL;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
019834;FREECEL FREE VISION GRAFITE;CELULAR SMARTPHONE
020090;COLC HOUSE D 20 128 X 14;MOVEIS COLCHAO COLCHAO
G0003P;GE1 MOVEIS 1;SERVICOS GARANTIA
016165;LE BIANCHE BALCAO 0
022644;TV LED 32" SEMP TCL DL3253;TECNOLOGIA TV E VIDEO TV
019422;ROUPEIRO ALINE C ESP.ROV TUCH PT;MOVEIS QUARTO GUARDA-ROUPA
015460;POLTRONA RECL STELA KORINO 450 BEGE;MOVEIS SALA DE ESTAR POLTRONA
008260;FOGAO 4BC. HAWAII 4323 VS BR BR;ELETRO ELETRODOMESTICO FOGAO
021167;COMODA SOFIA GAVETEIRO PLUS BC;MOVEIS QUARTO COMODA
020859;MESA FRANCINE CR RT 1
A00533;JOGO 02 C SUPREMA ALT BRI PRE SUE BG T36 BR;MOVEIS TERRACO CADEIRA
014171;BOOSTER 15 36 50618 AZUL CZ;LAZER BEBES BEBE CONFORTO
021689;RACK CLIP TX VANILA;MOVEIS SALA DE ESTAR RACK
017687;TECLADO DELL KB212B EM PORTUGUES;TECNOLOGIA INFORMATICA PC
016982;CAMA CASAL LAURA CARV/PT/BR LX;MOVEIS QUARTO CAMA
022980;REFRIGERADOR NR-BT40BD1WB 387L BCO;ELETRO ELETRODOMESTICO REFRIGERADOR
005861;FOGAO BRASTEMP DOMESTICO 6 BC. BFZ 76R  prata;ELETRO ELETRODOMESTICO FOGAO
009511;TELEFONE SEM FIO TEL.2.4GHZ;ELETRO ELETROPORTATEIS TELEFONE
015121;SANDUICHEIRA LANCHEMAX MALLORY;ELETRO ELETROPORTATEIS SANDUICHEIRA
000017;COLCHAO CLINOFLEX SM D 33 1
014555;ROUPEIRO 2 PTS. CONT.TEXTURADA 22R229 AZUL;MOVEIS QUARTO GUARDA-ROUPA
018512;ARM.ESSENCIAL BELLA IPLDPFNO 70 BR;MOVEIS COZINHA COZINHA COMPACTA
015265;CAMA SOLTEIRO ISABELLE CARV PT;MOVEIS QUARTO CAMA
021830;TELEVISOR TC-43 CS630B EM CORES PANASONIC;TECNOLOGIA TV E VIDEO SMART TV
012598;ESTANTE HOME MONACO TB BR;MOVEIS SALA DE ESTAR ESTANTE
017254;CAMA CASAL CARLA TB BR;MOVEIS QUARTO CAMA
015544;PERSONALITA PANELEIRO SIMPLES 139 BR PT;MOVEIS COZINHA COZINHA COMPACTA
015938;CHIP VIVO MICRO;CELULAR CHIP
017091;CELULAR MULTILASER UP 3 CHIPS DB ROSA;CELULAR CELULAR CELULAR
016178;NOTEBOOK AS5733 6663 T.15
016242;LC LIA ARMARIO GELADEIRA 131 BR ACA;MOVEIS COZINHA COZINHA COMPACTA
019871;ROUPEIRO 3 PTS MARCELA CARV CHAMP PT;MOVEIS QUARTO GUARDA-ROUPA
023137;CONJ.GRANDA 1
009850;CADEIRA IPANEMA CO CH 101;MOVEIS SALA DE JANTAR MESA
007353;VENTILADOR TUFAO 50 CM PAREDE;ELETRO AR E VENTILACAO VENTILADOR
015356;MINI SYSTEM FST SH2000;TECNOLOGIA AUDIO MINI SYSTEM
006661;BICICLETA BATMAN 14        2117   04 ANO;LAZER ESPORTE E FITNESS BICICLETA
005276;LIQUIDIFICADOR RI 1710 LQ 072;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
017177;CABECEIRA BRESCIA BOX SOLT.BR LILAS;MOVEIS QUARTO CABECEIRA
023796;LIQUID.L-1000 TURBO PREMIUM BLACK;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
016456;BICICLETA A 26 STINGER PTA VERM;LAZER ESPORTE E FITNESS BICICLETA
A02428;CJ. FILTRO COMBUSTIVEL/SEPARADOR DE AGUA;ALMOXARIFADO
017072;ROUPEIRO MAXIMUS MAX BR PT;MOVEIS QUARTO GUARDA-ROUPA
009746;FOGAO 6BC. IBIZA GLASS 6609FX BR BR;ELETRO ELETRODOMESTICO FOGAO
018125;POLTRONA RECL STELA TEC.VIP 790 SWEDE MARRON;MOVEIS SALA DE ESTAR POLTRONA
016795;ROUPEIRO 4 PTS.LIATRIS 3 GAV IPE AMD A;MOVEIS QUARTO GUARDA-ROUPA
024607;SMARTPHONE SAMS GAL J7 PRO J730GZDBZTO DB DR;CELULAR SMARTPHONE SMARTPHONE
003157;SUPORTE BABY CH 3;ELETRO ELETRODOMESTICO BEBEDOURO
024049;SMARTPHONE SAMSUNG GAL J2 PRIME 16GB OI DOURA;CELULAR SMARTPHONE SMARTPHONE
A02015;PARAFUSO FIX BRACO DIR ESP DIANT M EIXO61X137;ALMOXARIFADO
012922;ROUPEIRO 3 PTS.DUNE TB BR;MOVEIS QUARTO GUARDA-ROUPA
001406;CAMA SOLTEIRO ROMANO IMBUIA;MOVEIS QUARTO CAMA
A00455;CORDAO PARA CRACHA   PRETO;ALMOXARIFADO
012607;RACK DUBAI TAB MAP BELAFLEX;MOVEIS SALA DE ESTAR RACK
022698;SMARTPHONE ALCATEL PIXI4 4034E OI METALLIC;CELULAR SMARTPHONE SMARTPHONE
017789;CABECEIRA IZABELA CARV PT TOUCH;MOVEIS QUARTO CABECEIRA
015921;NOKIA LUMIA 800 TIM PRETO;CELULAR SMARTPHONE
017508;CAMA SOLTEIRO ADSV.INFANTIL STUDIUM;MOVEIS QUARTO CAMA
003440;LIQUIDIFICADOR L;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
A01521;REPARO DA VALVULA PEDAL KNORR;ALMOXARIFADO
018036;G.ROUPA 5133 3PTS. 3GSAV. 615 NOGAL TEKA;MOVEIS QUARTO GUARDA-ROUPA
005467;SECADOR SEC HP 4855;ELETRO BELEZA E SAUDE SECADOR DE CABELO
009926;ARM.CANTO MEDIO OBLIGUO C PT.81144 BR;MOVEIS COZINHA COZINHA COMPACTA
009897;TELEVISOR LCD 26 PFL 5321;TECNOLOGIA TV E VIDEO TV
019408;COZINHA LORY 542 BR PT;MOVEIS COZINHA COZINHA COMPACTA
005589;APARELHO CELULAR DH 688 ALO TO;CELULAR SMARTPHONE
010393;ESTANTE LETICIA;MOVEIS SALA DE ESTAR ESTANTE
018075;PAINEL DOPPIO FREIJO CITTA TITANIUM;MOVEIS SALA DE JANTAR APARADOR
013795;CONJ.EST.DE CANTO 2 1 2 LUG.MEMPHIS 432;MOVEIS SALA DE ESTAR SOFA
021572;NOTEBOOK LENOVO B4030 CEL N2840 4 500GB 14 po;TECNOLOGIA INFORMATICA NOTEBOOK
A01280;ARO FAROL FUSCA;ALMOXARIFADO
022819;TELEVISOR 55UH8500 EM CORES T.CRIST.LIQ.LG;TECNOLOGIA TV E VIDEO SMART TV
012616;BALCAO 2 PTS.4 GAV.CLEAN BR VD;MOVEIS COZINHA COZINHA COMPACTA
016374;MESA C 6 C.T ARDOSIA 1
013511;ESTOFADO AC5300 3 2 LUG.TEC.CP363 362;MOVEIS SALA DE ESTAR SOFA
011965;ROUPEIRO 6 PTS.ESSENCIAL MF;MOVEIS QUARTO GUARDA-ROUPA
022721;LAVADORA HOMEM A BORDO VIPER AS710R;ELETRO ELETRODOMESTICO LAVADORA
017570;DVD AMVOX AMD300K USB KAR;TECNOLOGIA TV E VIDEO DVD
A1767;MANGUEIRA MH018 - PR20;ALMOXARIFADO
G0002M;GE1 TELEFONE FIXO;SERVICOS GARANTIA
S0004D;SERVICO DE PROTECAO SEM DESCULPAS2F;SERVICOS SEGURO CELULAR
022222;COLCHAO FALCON FIRM 138X22;MOVEIS COLCHAO COLCHAO
007025;TELEVISOR A CORES TRIN KV 34 FS100;TECNOLOGIA TV E VIDEO TV
019075;PAINEL DOPPIO FRASC PRISMA PT;MOVEIS SALA DE JANTAR APARADOR
A01064;OLEO UNI SYNTH SN 5W30;ALMOXARIFADO
008024;FOGAO 04 BC.DOMESTICO BFA 50;ELETRO ELETRODOMESTICO FOGAO
018060;MULTILASER CONNECT BRANCO ROSA DB;CELULAR CELULAR CELULAR
016345;ROUPEIRO 6 PTS.LIATRIS ESP IPE AMED;MOVEIS QUARTO GUARDA-ROUPA
023414;ROUPEIRO NOBRE 265 RIJO;MOVEIS QUARTO GUARDA-ROUPA
011591;SAMSUNG E1086 VIVO;CELULAR SMARTPHONE
014989;SECADOR ASS0285 INFRADED ION;ELETRO BELEZA E SAUDE SECADOR DE CABELO
014287;BOX LINE OCM 412 USB SD DELAY MULTI USE ACT;TECNOLOGIA AUDIO SOM PORTATIL
015374;CARRINHO DE BEBE 681 01 AZUL;LAZER BEBES CARRINHO DE BEBE
019003;MESA CENTRO MARCELA CARV PT;MOVEIS SALA DE ESTAR MESA DE CENTRO
013479;CAMERA DIGITAL DC068 MIRAGE COLOR 12MP PRATA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
012104;CJ.06CAD MD14 1114 MARMORE 1
016368;MESA C 6 CAD.T MARMORE 1
016043;NOKIA ASHA 200 GRAFITE CLARO;CELULAR SMARTPHONE
016299;ARM NICHO DUPLO VIVACE COIMBRA IPH1G 120 CNZ;MOVEIS COZINHA COZINHA COMPACTA
016435;MOTOROLA EX440 DUAL TV PRET PRATA DB;CELULAR SMARTPHONE
021746;CONJ.LANKASTER 4C.VALEN.CAST PT TEC36 SUED BG;MOVEIS SALA DE JANTAR CONJUNTO MESA
A02123;BARRA DIRE LAT D FIXA NN 02236.34;ALMOXARIFADO
018837;COLCHAO SLEEP BIO 1
023102;COMODA 1 PT 3 GAV BRANCO FOSCO DE MADEIRA;MOVEIS QUARTO COMODA
013301;ZTE S213 DUAL CHIP;CELULAR SMARTPHONE
024469;ESCOVA MODELADORA BRITANIA 220V;ELETRO BELEZA E SAUDE ESCOVA MODELADORA
012824;LIQ.RI 2009  80 BR 220V WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
013791;CONJUNTO MOSCOU 3 2 LUG.603;MOVEIS SALA DE ESTAR SOFA
009905;CENTRIFUGA CONFORT RI 6720  16 BR220 WALITA;ELETRO ELETROPORTATEIS PROCESSADOR DE ALIMENTOS
009883;BEBEDOURO ELETRONIC FULL LABR E14S;ELETRO ELETRODOMESTICO BEBEDOURO
016503;MOTO DITALLY JOY 50 PRETA;TECNOLOGIA AUTOMOTIVOS
010303;SANSUNG C260 DB;CELULAR SMARTPHONE
009835;MESA TELEFONE TOPAZIO;MOVEIS SALA DE ESTAR MESA DE CENTRO
023841;PRANCHA GAMA LUMINA DUO ION PLUS APP2202;ELETRO BELEZA E SAUDE PRANCHA
A02422;FILTRO DE OLEO PL364;ALMOXARIFADO
G0007R;GE2 TV 3D LED;SERVICOS GARANTIA
016491;LG A 180 CLARO;CELULAR SMARTPHONE
A01811;LAMPADA 12V PAINEL 2721 MF 1.2W BASE REDONDA;ALMOXARIFADO
017790;TOUCADOR CLASSIC BR LILAS;MOVEIS QUARTO TOUCADOR
020591;CADEIRA PRINCESA BRANCO 63 CAPTONE ESCURO;MOVEIS COZINHA MESA
RHC00C02;CAMISA 108 FEM   EQ LOJA   P;ALMOXARIFADO
010405;ESTABILIZADOR HEXUS 500VA BASICO;TECNOLOGIA INFORMATICA IMPRESSORA
020847;CADEIRA TURQUIA CR 64 64 CAPTONE CLARO;MOVEIS SALA DE JANTAR CADEIRA
006979;BATEDEIRA RI 7115 BT 020;ELETRO ELETROPORTATEIS BATEDEIRA
015957;TV LCD 32 LV700 SEMP;TECNOLOGIA TV E VIDEO TV
A01764;CONJUNTO DE VEDACAO CILINDRICO DE INCLINACAO;ALMOXARIFADO
015070;COMODA ARIANI TB BR;MOVEIS QUARTO COMODA
010703;MOTOROLA W5   TIM;CELULAR SMARTPHONE
000373;COLCHAO ORTOBOM D 23 128 X 12;MOVEIS COLCHAO COLCHAO
014115;CONJUNTO MOSCOU 3 2 LUG.736X737;MOVEIS SALA DE ESTAR SOFA
024000;PAINEL PORTO RICO NATURALE;MOVEIS SALA DE ESTAR PAINEL PARA TV
A02427;MONITOR 21.5 ACER;ALMOXARIFADO
012811;REFRIGERADOR RE28;ELETRO ELETRODOMESTICO LAVADORA
A01818;CORDA RECICLADA COLORIDA 10MM;ALMOXARIFADO
008409;SIEMENS C72 CLARO;CELULAR SMARTPHONE
A01563;MANGUEIRA P/ JARD 1/2 VD ( METRO ) 79180/520;ALMOXARIFADO
019667;BASE BOX STANDARD BRANCA 138X188X39;MOVEIS COLCHAO BASE BOX
A00065;MARCADOR PERMANENTE 1100   PRETO;ALMOXARIFADO
S0008J;SERVICO DE PROTECAO TOTAL 87;SERVICOS SEGURO CELULAR
023400;RACK MALIBU CASTANHO WENGUE;MOVEIS SALA DE ESTAR RACK
A01466;JG JUNTA COMP SHINERAY ORIG KMP;ALMOXARIFADO
024698;ESTOFADO AGUIAR 2 E 3 LUGARES BEGE;MOVEIS SALA DE ESTAR SOFA
019143;CADEIRA TURQUIA CR 46 46;MOVEIS SALA DE JANTAR CADEIRA
011549;ESTABILIZADOR DE VOLTAGEM 500 VA;TECNOLOGIA INFORMATICA ESTABILIZADOR
013466;CAB.B.SPRING 140 160 MILLENIUM REF.652 BR PT;MOVEIS QUARTO CABECEIRA
022209;COLC BLACK WHITE NEW 30CM X198CM X158CM;MOVEIS COLCHAO COLCHAO
A01907;PNEU 225/75 R 16 G-32 CARGO 118R;ALMOXARIFADO
019554;MESA PC BYTE CZ PT;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
008603;MOTOROLA C168 BRANCO AVULSO OI;CELULAR SMARTPHONE
RHA00146;CALCA 201 MAS   OPERAC   46;ALMOXARIFADO
024562;TABLET NB269 M7 3G PLUS PRETO;TECNOLOGIA INFORMATICA TABLET
006444;LIQUIDIFICADOR LIQUIFACIL 218;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
021559;SMARTPHONE SAMSUNG GAL G PRIME G531H DB BCO;CELULAR SMARTPHONE SMARTPHONE
022116;COZINHA MILA 518 TX BRANCO FS / TX PRETO FS;MOVEIS COZINHA KIT
011641;CARRINHO BERCO C BANDEJA 2160 AZUL;LAZER BEBES CARRINHO DE BEBE
021955;PROCESSADOR RI7636/00 BR 220V WALITA;ELETRO ELETROPORTATEIS PROCESSADOR DE ALIMENTOS
013982;RACK CAMBUI MG;MOVEIS SALA DE ESTAR RACK
021324;CONJ.PARIS 1
012641;ROUPEIRO 2 PTS.VERSATIL PLUS BR ROSA;MOVEIS QUARTO GUARDA-ROUPA
020195;NOKIA X DUAL PRETO;CELULAR SMARTPHONE SMARTPHONE
A01665;CALOTA RODO-AR TSILI TWT CRISTAL - PAR(11986);ALMOXARIFADO
023793;CAFETEIRA C-25 220V/60HZ 14 XICARAS;ELETRO ELETROPORTATEIS CAFETEIRA
019573;LG G2 MINI DUAL PTO DB;CELULAR SMARTPHONE SMARTPHONE
009172;TELEVISOR EM CORES TF 2140  TELA P;TECNOLOGIA TV E VIDEO TV
S0009U;SERVICO DE PROTECAO TOTAL 134;SERVICOS SEGURO CELULAR
017891;MULTILASER TABLET M5 3G BRANCO;TECNOLOGIA INFORMATICA TABLET
009849;BUFFET LEOPOLDINA 4 PTS.;MOVEIS SALA DE JANTAR MESA
009428;NOKIA 5200 DB;CELULAR SMARTPHONE
012773;ARM ACO IPV2 D PREMIUM BR;MOVEIS COZINHA COZINHA COMPACTA
005958;CONDICIONADOR AR BRASTEMP C CO;ELETRO AR E VENTILACAO AR CONDICIONADO
000025;COLCHAO COLCHONFLEX LISO 23 128 X 14;MOVEIS COLCHAO COLCHAO
020839;REFRIGERADOR CONSUL CRM35HKBNA FROST FREE EVO;ELETRO ELETRODOMESTICO REFRIGERADOR
023742;RACK ESTRELA DEMOLICAO AMARELO;MOVEIS SALA DE ESTAR RACK
018533;MESA C 6 CAD.PRAIANA BR PT;MOVEIS SALA DE JANTAR CONJUNTO MESA
016327;LG OPTIMUS L3 E405 BRANCO 2 CHIPS DB;CELULAR SMARTPHONE
011937;G.ROUPA 4 PTS.ECONOMICO C CH IMP MF;MOVEIS QUARTO GUARDA-ROUPA
011551;MINI SYSTEM MS 7804;TECNOLOGIA AUDIO MINI SYSTEM
A01766;GIROFLEX - PR20;ALMOXARIFADO
013218;ARM ACO ITANOVA SMART I 31V D 4 GAV BG;MOVEIS COZINHA COZINHA COMPACTA
024753;RACK ESTRELA VERMELHO PATRIMAR;MOVEIS SALA DE ESTAR RACK
010062;RACK RUBI;MOVEIS SALA DE ESTAR RACK
014877;MOTO SPEED GP 136;LAZER BRINQUEDOS MINI VEICULO
008166;PRANCHA ALISADORA FINA RV 062;ELETRO BELEZA E SAUDE PRANCHA
S0008Y;SERVICO DE PROTECAO TOTAL 102;SERVICOS SEGURO CELULAR
007799;MOTOROLA V150 AVULSO CLARO;CELULAR SMARTPHONE
023215;ROUPEIRO 6P PASSIONE 4561 CARV.;MOVEIS QUARTO GUARDA-ROUPA
020992;SMARTPHONE MOTOROLA MOTO G 3o 1543 OI BCO RSA;CELULAR SMARTPHONE SMARTPHONE
A01757;PLAQUETA ALUM.RDPB CONDE;ALMOXARIFADO
014081;IMPRESSORA MULTIF.JATO TINTA HP 2050 DESKJET;TECNOLOGIA INFORMATICA IMPRESSORA
012995;CAMA BIBOX SOLTEIRO PRESENCE BR BR MP;MOVEIS QUARTO CAMA
015969;RACK 5545 44 DISCOVER VULC PRETO;MOVEIS SALA DE ESTAR RACK
023528;COLCHAO D23 REAL MASTER 18CMX1
016960;TELEFONE S FIO BLACK PIANO KX TG1711LBB;ELETRO ELETROPORTATEIS TELEFONE
G0007Q;GE1 TV 3D LED;SERVICOS GARANTIA
A01536;REBITE POP AL 4
018870;CAMERA DIGITAL DSC W710 B PRETA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
011797;SECADOR TRAVEL SC1200 BLACK E DECKER;ELETRO BELEZA E SAUDE SECADOR DE CABELO
017263;CAMA SOLTEIRO CARLA IMB PT;MOVEIS QUARTO CAMA
024466;REFRIGERADOR DB84X FROST FREE BOTTOM 598L;ELETRO ELETRODOMESTICO REFRIGERADOR
009852;MOLDURA RIO BONITO 4 PTS.;MOVEIS SALA DE JANTAR MESA
022652;BATEDEIRA GIROMAX QUATTRO BLACK MALLORY;ELETRO ELETROPORTATEIS BATEDEIRA
010998;DIGITAL VIDEO DISC DVD P191 K XAZ;TECNOLOGIA TV E VIDEO DVD
013090;MESA CENTRO MONET 219 09 BR PT;MOVEIS SALA DE ESTAR MESA DE CENTRO
008538;TELEVISOR COLOR 33   HPS 3301;TECNOLOGIA TV E VIDEO TV
020329;SMARTPHONE SAMSUNG GAL A3 A300M DB PRETO;CELULAR SMARTPHONE SMARTPHONE
A00922;SUPORTE LANTERNA TRASEIRA 254710;ALMOXARIFADO
003991;GUARDA ROUPA 4 PTS INFANTIL 62;MOVEIS
017808;TABLET ME371MG 32A T.7 HD 16GB 1GB AND.4.1 CH;TECNOLOGIA INFORMATICA TABLET
023868;APARADOR ONIX 1
011337;SAMSUNG E1085 VIVO;CELULAR SMARTPHONE
012917;ROUPEIRO 3 PTS.SUZANA C.ESP CAFE BR PEROLA;MOVEIS QUARTO GUARDA-ROUPA
018252;PANELEIRO ALTO CD 307 C MOLD 35 512 CARV-CARV;MOVEIS COZINHA PANELEIRO
010184;VENTILADOR VE40 MESA 40 CM VITA VE515927 GRUP;ELETRO AR E VENTILACAO VENTILADOR
A00726;MARCADOR PARA CD DVD VM;ALMOXARIFADO
013920;CAMERA DIG.DC083 COLORS 14MP MIRAGE;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
017640;G.ROUPA CAPELINHA IMPERIAL CASAL CZ PT;MOVEIS QUARTO GUARDA-ROUPA
018853;PANELEIRO C NICHO BRUNA II CV BCO FS GT;MOVEIS COZINHA COZINHA COMPACTA
G00013;GE1 TV 21;SERVICOS GARANTIA
A02043;SENSOR DETONACAO;ALMOXARIFADO
A02064;ROLDANA DE NYLON (MENOR) PR;ALMOXARIFADO
015545;PERSONALITA PANELEIRO SIMPLES 11 BR;MOVEIS COZINHA PANELEIRO
022627;ESPREMEDOR DE FRUTAS CJ INOX-B2 BLACK E DECKE;ELETRO ELETROPORTATEIS ESPREMEDOR
015222;ROUPEIRO 3PTS MONTEVIDEU REF 681 BR PT;MOVEIS QUARTO GUARDA-ROUPA
015841;ROUPEIRO AQUARELA C COMODA E ESP.CZ PT;MOVEIS QUARTO GUARDA-ROUPA
015304;MESA C 4 CAD.T MARMORE 1
022301;AUDIO PB 122 BTL (LILAS);TECNOLOGIA AUDIO SOM PORTATIL
020816;CHASE VIETNA 200 ROYAL;MOVEIS SALA DE ESTAR SOFA
012223;ARM.SIMPLES 600MM DP 1PT. VID. 71021 BR;MOVEIS COZINHA COZINHA COMPACTA
023547;COZINHA COMPACTA BRENDA 710 TX ESSENZE/BROWN;MOVEIS COZINHA COZINHA COMPACTA
008184;FARMER COM PA CACAMBA          334;LAZER BRINQUEDOS MINI VEICULO
G0006G;GE2 TABLET;SERVICOS GARANTIA
011285;LG KP109 VIVO;CELULAR SMARTPHONE
A01003;PNEU 2
016009;ARM ACO ITANEW IPV3 120 NG PT;MOVEIS COZINHA ARMARIO
004251;BICICLETA BABY ARO 12;LAZER ESPORTE E FITNESS BICICLETA
009476;CAMA CASAL CAETE MASTER NCECL;MOVEIS QUARTO CAMA
007607;NOKIA 3100 AVULSO OI;CELULAR SMARTPHONE
016527;SMART MENINA 525;LAZER BRINQUEDOS MINI VEICULO
014587;MIRAGE STAR 2 CHIPS BRANCO ROSA;CELULAR SMARTPHONE
G0009U;GE1 IMPRESSORAS;SERVICOS GARANTIA
008331;LG MG200 TIM GSM;CELULAR SMARTPHONE
010732;NOKIA 2630   VIVO;CELULAR SMARTPHONE
012819;FREEZER HORIZ.H400 220V;ELETRO ELETRODOMESTICO FREEZER
007067;VENTILADOR 30 CM COLUNA BRANCO;ELETRO AR E VENTILACAO VENTILADOR
A00470;BANDEJA FIXA SIMPLES WOMER;ALMOXARIFADO
024630;CELULAR BLU JENNY TV2.8 T276T DB BRANCO-AZUL;CELULAR CELULAR CELULAR
009735;FOGAO 4BC. CARIBE SUPER 4327FX BR BR;ELETRO ELETRODOMESTICO FOGAO
017587;DVD D-10 KARAOKE USB;TECNOLOGIA TV E VIDEO DVD
014422;SAMSUNG E3210 CLARO;CELULAR SMARTPHONE
020695;TABUA DE PASSAR MP50 BR UV;MOVEIS COZINHA TABUA DE PASSAR
A01241;FILTRO APU;ALMOXARIFADO
016582;FRUTEIRA MF 15 BRANCO PRETO UV;MOVEIS COZINHA ARMARIO
007445;IDENTIFICADOR SEM FIO DIGITAL P EXTENSAO   DE;ELETRO ELETROPORTATEIS TELEFONE
014782;ARM.E FIRME DINAMIC BLACK 1
012105;CJ.04CAD MD15 1114 MARMORE 1.20 RET TEC06 BR;MOVEIS COZINHA MESA
021333;CONJ.SUPREMA 1
011534;SAMSUNG S 3650 CORBY DB;CELULAR SMARTPHONE
018306;REFRIGERADOR RFE39 220V BR;ELETRO ELETRODOMESTICO REFRIGERADOR
